Temperature,Voltage,Resistance,Current Source,Electric Field,Restivity,Current Density
248.3036047062398,0.23289301,23289.301,1e-05,0.0055335379176,47117.70618981482,0.0002080299563137092
248.21778453754146,2.94037814,12722.790028846153,0.0002311111111111111,0.0698633846064,25740.08908613782,0.004807803434805723
248.14197104989768,5.007052966000001,11072.107295823096,0.00045222222222222224,0.11896757847216001,22400.5133716421,0.009407576913297737
248.066728894789,6.662063534,9894.153763366337,0.0006733333333333333,0.15829062956783999,20017.33886384764,0.01400735039178975
247.99116787208408,8.222748826,9193.135333416149,0.0008944444444444445,0.19537251210576,18599.07472547619,0.018607123870281763
247.91736014641538,9.627635362,8630.350424103584,0.0011155555555555556,0.22875261620111997,17460.477478394754,0.023206897348773778
247.84441074467045,10.48384042,7843.2721346633425,0.0013366666666666666,0.2490960483792,15868.101494666116,0.02780667082726579
247.7709159527135,11.31510844,7263.621680456491,0.0015577777777777777,0.2688469765344,14695.38275166429,0.03240644430575781
247.696378107125,11.96303236,6725.002575890068,0.0017788888888888889,0.2842416488736,13605.67650770352,0.03700621778424982
247.633896749949,12.46506086,6232.53043,0.002,0.29616984603359997,12609.332397731483,0.04160599126274184
189.19142782559325,5.203364046,520336.40459999995,1e-05,0.12363192973296,1052717.6333805555,0.0002080299563137092
189.1113653213506,57.35905794,248188.23147115385,0.0002311111111111111,1.3628512166544,502121.5608930289,0.004807803434805723
189.0387982186368,66.23370176,146462.73116461915,0.00045222222222222224,1.5737127538176001,296315.80332841934,0.009407576913297737
188.96676798906327,65.24662742,96900.9318118812,0.0006733333333333333,1.5502598674991999,196044.94074903743,0.01400735039178975
188.89614934054543,62.870777440000005,70290.31018136647,0.0008944444444444445,1.4938096719744,142207.7108761905,0.018607123870281763
188.82691144206945,60.48380796,54218.55295219123,0.0011155555555555556,1.4370952771296,109692.16500049802,0.023206897348773778
188.75999140599885,58.2434855,43573.67992518703,0.0013366666666666666,1.38386521548,88156.0098486423,0.02780667082726579
188.69535356618925,55.85410104,35854.986402282455,0.0015577777777777777,1.3270934407104,72539.94934165479,0.03240644430575781
188.6320449538751,53.753240860000005,30217.312163647723,0.0017788888888888889,1.2771770028336,61134.099145898406,0.03700621778424982
188.56882169385312,51.75425826000001,25877.129130000005,0.002,1.2296811762576,52353.26587875002,0.04160599126274184
